fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
0.076,0.0054,0.0002,0.017,0.00085,0.17,0.31,0.0099589,0.0337,0.0051,0.104,6
0.075,0.0051,0.0002,0.017,0.00084,0.13,0.31,0.0099538,0.0336,0.0054,0.105,6
0.115,0.0042,0.0048,0.026,0.00077,0.08,0.2,0.0099852,0.0309,0.0053,0.11,5
0.082,0.0044,0.0024,0.023,0.00063,0.1,0.28,0.0099613,0.0325,0.0053,0.102,6
0.061,0.0059,0.0001,0.021,0.00056,0.05,0.13,0.0099472,0.0352,0.0056,0.114,5
0.072,0.00655,0.0003,0.018,0.00078,0.07,0.12,0.0099587,0.0334,0.0039,0.095,5
0.072,0.00655,0.0003,0.018,0.00078,0.07,0.12,0.0099587,0.0334,0.0039,0.095,5
0.069,0.0057,0,0.028,0.00081,0.21,0.41,0.0099518,0.0341,0.0052,0.108,5
0.09,0.006,0.0029,0.02,0.00069,0.32,0.73,0.0099654,0.0334,0.0057,0.1,5
0.072,0.0062,0.0001,0.023,0.00065,0.08,0.46,0.0099332,0.0332,0.0051,0.118,6
0.076,0.00645,0.0003,0.019,0.00086,0.14,0.57,0.009969,0.0337,0.0046,0.103,5
0.076,0.00645,0.0003,0.019,0.00086,0.14,0.57,0.009969,0.0337,0.0046,0.103,5
0.072,0.0058,0.0003,0.023,0.00077,0.07,0.28,0.0099568,0.0335,0.0052,0.1,5
0.061,0.0032,0.0025,0.018,0.00086,0.05,0.32,0.0099464,0.0336,0.0044,0.101,5
0.061,0.0034,0.0025,0.018,0.00084,0.04,0.28,0.0099464,0.0336,0.0044,0.101,5
0.073,0.0043,0.0024,0.025,0.00078,0.27,0.67,0.0099648,0.036,0.0059,0.111,6
0.074,0.0064,0.0017,0.054,0.00168,0.52,0.98,0.0099736,0.0328,0.005,0.095,5
0.116,0.00475,0.004,0.014,0.00091,0.06,0.28,0.0099704,0.0307,0.0065,0.1003333333,6
0.092,0.0054,0.0031,0.023,0.00112,0.11,0.38,0.0099699,0.0324,0.0056,0.109,5
0.083,0.0085,0.0014,0.025,0.00093,0.13,0.54,0.0099724,0.0336,0.0054,0.101,5
0.116,0.00475,0.004,0.014,0.00091,0.06,0.28,0.0099704,0.0307,0.0065,0.1003333333,6
0.08,0.0083,0.0027,0.02,0.0008,0.11,0.63,0.0099652,0.0329,0.0048,0.098,4
0.072,0.00605,0.0002,0.019,0.00096,0.1,0.31,0.00995,0.0346,0.0053,0.118,6
0.078,0.005,0.0009,0.022,0.00115,0.1,0.42,0.009971,0.0318,0.0062,0.095,5
0.073,0.0074,0.0008,0.017,0.00094,0.1,0.45,0.0099576,0.0324,0.005,0.098,5
0.069,0.0054,0.003,0.022,0.00088,0.09,1.05,0.0099725,0.0325,0.0118,0.105,6
0.08,0.0077,0.0032,0.021,0.00079,0.16,0.74,0.0099656,0.0327,0.005,0.098,6
0.066,0.0061,0,0.016,0.00069,0.04,0.08,0.0099396,0.0333,0.0037,0.104,4
0.087,0.0078,0.0051,0.017,0.00415,0.12,0.66,0.0099623,0.03,0.0117,0.092,5
0.075,0.0058,0.0056,0.031,0.00153,0.05,0.14,0.0099476,0.0321,0.0103,0.116,6
0.087,0.0078,0.0051,0.017,0.00415,0.12,0.66,0.0099623,0.03,0.0117,0.092,5
0.077,0.0075,0.0027,0.038,0.0011,0.34,0.89,0.0099664,0.0324,0.0045,0.093,5
0.068,0.00815,0,0.012,0.00267,0.16,0.29,0.0099471,0.0332,0.0051,0.098,3
0.072,0.0056,0.0026,0.02,0.00083,0.13,1,0.0099586,0.0326,0.0052,0.099,5
0.082,0.00885,0.002,0.014,0.00086,0.07,0.31,0.009946,0.0311,0.0046,0.1,5
0.052,0.0049,0.0026,0.023,0.0009,0.23,0.74,0.009953,0.0371,0.0062,0.122,6
0.072,0.0045,0.0015,0.02,0.00078,0.1,0.28,0.0099609,0.0329,0.0051,0.099,6
0.075,0.0057,0.0002,0.026,0.00077,0.11,0.35,0.0099557,0.0336,0.0062,0.108,6
0.075,0.0057,0.0002,0.026,0.00077,0.11,0.35,0.0099557,0.0336,0.0062,0.108,6
0.068,0.0083,0.0009,0.018,0.00074,0.04,0.25,0.0099534,0.0338,0.0045,0.096,5
0.08,0.006,0.0022,0.021,0.0008,0.25,1.05,0.0099613,0.033,0.0049,0.099,5
0.08,0.006,0.0022,0.021,0.0008,0.25,1.05,0.0099613,0.033,0.0049,0.099,5
0.071,0.00755,0.0015,0.018,0.00107,0.2,0.84,0.0099593,0.0319,0.005,0.095,5
0.08,0.0081,0.0025,0.034,0.00076,0.34,0.85,0.0099668,0.0319,0.0042,0.092,5
0.074,0.0064,0.0007,0.018,0.001,0.08,0.23,0.009961,0.033,0.0058,0.096,5
0.074,0.0064,0.0007,0.018,0.001,0.08,0.23,0.009961,0.033,0.0058,0.096,5
0.066,0.0064,0.0031,0.061,0.00083,0.07,0.49,0.0099718,0.0335,0.0068,0.103,5
0.067,0.0048,0.0002,0.022,0.0008,0.36,1.11,0.0099524,0.031,0.0053,0.097,5
0.06,0.0049,0,0.023,0.00068,0.15,0.33,0.0099292,0.0358,0.0059,0.125,6
0.08,0.0064,0.0022,0.024,0.00094,0.05,0.33,0.0099612,0.0337,0.0058,0.11,5
0.071,0.0062,0.0006,0.013,0.0007,0.05,0.12,0.009942,0.0317,0.0048,0.098,5
0.08,0.0052,0.0025,0.02,0.00078,0.19,0.59,0.0099612,0.033,0.0048,0.102,5
0.064,0.0057,0.0014,0.039,0.0007,0.27,0.73,0.0099669,0.0332,0.0048,0.092,5
0.086,0.00685,0.001,0.016,0.00092,0.03,0.12,0.0099745,0.0331,0.0065,0.0955,6
0.087,0.00675,0.001,0.016,0.0009,0.04,0.11,0.0099745,0.0331,0.0065,0.0955,5
0.073,0.0059,0.0026,0.02,0.0008,0.17,1.04,0.0099584,0.0328,0.0052,0.099,5
0.07,0.006,0.0012,0.022,0.00083,0.13,0.28,0.009966,0.0352,0.0062,0.102,7
0.072,0.0067,0,0.022,0.00068,0.1,0.24,0.009956,0.0342,0.0072,0.111,6
0.079,0.0069,0.0021,0.021,0.0008,0.33,1.41,0.009962,0.0325,0.0051,0.099,5
0.079,0.0069,0.0021,0.021,0.0008,0.33,1.41,0.009962,0.0325,0.0051,0.099,5
0.076,0.003,0.0042,0.02,0.00052,0.06,0.24,0.009963,0.0344,0.0082,0.119,6
0.072,0.0033,0.0033,0.017,0.00061,0.03,0.13,0.00996,0.0323,0.011,0.1,8
0.08,0.005,0.0039,0.026,0.00082,0.12,0.46,0.009985,0.0343,0.0062,0.107,6
0.077,0.0028,0.003,0.02,0.00062,0.18,0.34,0.009952,0.0328,0.009,0.113,7
0.082,0.0024,0.0034,0.051,0.00062,0.08,0.22,0.009974,0.0322,0.0094,0.109,6
0.06,0.0051,0,0.021,0.00064,0.4,0.54,0.00995,0.0354,0.0093,0.107,6
0.081,0.0029,0.0036,0.022,0.00048,0.35,0.53,0.00995,0.0327,0.0101,0.124,7
0.06,0.0051,0,0.021,0.00064,0.4,0.54,0.00995,0.0354,0.0093,0.107,6
0.066,0.0096,0,0.018,0.00082,0.05,0.16,0.009936,0.035,0.0044,0.119,6
0.064,0.0047,0.004,0.024,0.00071,0.08,0.19,0.009963,0.0356,0.0073,0.106,6
0.082,0.0024,0.0034,0.051,0.00062,0.08,0.22,0.009974,0.0322,0.0094,0.109,6
0.099,0.0057,0.0025,0.02,0.00104,0.12,0.89,0.009963,0.0304,0.009,0.101,5
0.1,0.0032,0.0059,0.022,0.00077,0.03,0.15,0.009994,0.032,0.0078,0.096,5
0.062,0.0058,0,0.016,0.00065,0.08,0.18,0.009966,0.0356,0.0084,0.094,5
0.1,0.0032,0.0059,0.022,0.00077,0.03,0.15,0.009994,0.032,0.0078,0.096,5
0.073,0.0034,0.0033,0.025,0.00064,0.21,0.37,0.009952,0.0335,0.0077,0.121,7
0.078,0.0053,0.0001,0.016,0.00077,0.03,0.19,0.00995,0.0316,0.0046,0.098,5
0.077,0.0064,0.0021,0.022,0.00077,0.32,1.33,0.009956,0.0327,0.0045,0.099,5
0.078,0.0053,0.0001,0.016,0.00077,0.03,0.19,0.00995,0.0316,0.0046,0.098,5
0.075,0.004,0.0018,0.016,0.00079,0.24,0.58,0.009965,0.0334,0.0058,0.094,5
0.07,0.0054,0,0.021,0.00079,0.39,0.55,0.009956,0.0339,0.0084,0.114,6
0.064,0.0053,0.0009,0.039,0.00123,0.14,0.31,0.009968,0.035,0.0067,0.11,4
0.083,0.0026,0.0037,0.014,0.00076,0.08,0.23,0.009974,0.0326,0.007,0.096,6
0.083,0.0026,0.0037,0.014,0.00076,0.08,0.23,0.009974,0.0326,0.007,0.096,6
0.077,0.0023,0.0037,0.018,0.00046,0.23,0.6,0.009971,0.0341,0.0071,0.121,6
0.076,0.0041,0.0033,0.025,0.00078,0.06,0.23,0.009957,0.033,0.0058,0.112,5
0.078,0.0064,0,0.019,0.00072,0.27,0.55,0.009962,0.0331,0.0063,0.11,5
0.079,0.0018,0.004,0.022,0.00049,0.38,0.67,0.00996,0.0333,0.0093,0.113,5
0.074,0.0041,0.0024,0.018,0.00066,0.18,0.47,0.009956,0.0337,0.0062,0.104,5
0.076,0.0043,0.0031,0.021,0.00069,0.13,0.74,0.009958,0.0326,0.0054,0.099,6
0.059,0.0044,0,0.016,0.00042,0.03,0.11,0.009944,0.0348,0.0085,0.117,6
0.061,0.004,0.0016,0.018,0.00069,0.11,0.25,0.009955,0.0342,0.0074,0.101,7
0.102,0.0054,0.0037,0.154,0.00214,0.55,0.95,0.0100369,0.0318,0.0077,0.09,6
0.102,0.0054,0.0037,0.154,0.00214,0.55,0.95,0.0100369,0.0318,0.0077,0.09,6
0.1,0.0038,0.0038,0.016,0.00169,0.27,0.9,0.0099914,0.0315,0.0065,0.085,5
0.068,0.00915,0.0029,0.048,0.0007,0.15,0.39,0.0099577,0.0353,0.0054,0.111,5
0.07,0.0059,0,0.017,0.00052,0.03,0.08,0.00996,0.0341,0.0047,0.103,5
0.073,0.0067,0.0002,0.022,0.00072,0.31,0.92,0.0099566,0.0332,0.0068,0.1106666667,6
0.072,0.0037,0.0032,0.02,0.00062,0.15,0.28,0.009947,0.0323,0.0073,0.113,7
0.074,0.00785,0.0019,0.052,0.00094,0.19,0.98,0.0099713,0.0316,0.0052,0.0956666667,6
0.069,0.0063,0.0002,0.019,0.00078,0.18,0.3,0.0099712,0.034,0.0075,0.098,5
0.069,0.0058,0.002,0.0175,0.00058,0.08,0.22,0.0099322,0.0338,0.0049,0.117,5
0.073,0.0067,0.0002,0.022,0.00072,0.31,0.92,0.0099566,0.0332,0.0068,0.111,6
0.074,0.00785,0.0019,0.052,0.00094,0.19,0.98,0.0099713,0.0316,0.0052,0.096,6
0.069,0.0063,0.0002,0.019,0.00078,0.18,0.3,0.0099712,0.034,0.0075,0.098,5
0.068,0.0067,0,0.019,0.0008,0.22,0.39,0.0099701,0.034,0.0074,0.097,5
0.069,0.0058,0.0001,0.019,0.0008,0.4,0.54,0.0099683,0.034,0.0073,0.097,5
0.072,0.0038,0.0031,0.02,0.00056,0.15,0.29,0.0099472,0.0323,0.0076,0.113,8
0.072,0.0037,0.0032,0.02,0.00062,0.15,0.28,0.009947,0.0323,0.0073,0.113,7
0.078,0.0032,0.0044,0.027,0.00104,0.08,0.17,0.0099732,0.0333,0.0078,0.11,7
0.066,0.0058,0.0002,0.02,0.00062,0.37,0.53,0.0099374,0.0335,0.0076,0.116,7
0.076,0.0049,0.0033,0.019,0.00074,0.27,0.85,0.0099706,0.0341,0.0058,0.09,5
0.117,0.0045,0.0063,0.022,0.00073,0.07,0.23,0.0099974,0.0321,0.0069,0.109,6
0.065,0.009,0,0.016,0.00052,0.09,0.17,0.0099467,0.035,0.0063,0.109,6
0.06,0.0054,0.0006,0.018,0.0005,0.38,0.89,0.0099236,0.033,0.005,0.1055,6
0.076,0.0049,0.0033,0.019,0.00074,0.27,0.85,0.0099706,0.0341,0.0058,0.09,5
0.084,0.0029,0.004,0.017,0.00067,0.08,0.2,0.0099603,0.0339,0.006,0.105,5
0.079,0.002,0.0035,0.017,0.00054,0.07,0.15,0.0099458,0.0332,0.008,0.119,7
0.064,0.0042,0.0009,0.023,0.00054,0.34,0.64,0.0099724,0.0341,0.0068,0.104,6
0.062,0.00785,0,0.021,0.0006,0.06,0.13,0.0099664,0.0359,0.0061,0.1,4
0.068,0.0064,0.0003,0.023,0.00075,0.14,0.31,0.0099545,0.0336,0.0058,0.104,6
0.069,0.0063,0.0001,0.024,0.00076,0.14,0.39,0.0099522,0.0334,0.0053,0.108,6
0.068,0.0059,0.001,0.017,0.00063,0.34,0.53,0.009958,0.0341,0.0067,0.097,5
0.068,0.0059,0.001,0.017,0.00063,0.34,0.53,0.009958,0.0341,0.0067,0.097,5
0.073,0.0048,0.0032,0.021,0.00062,0.31,0.54,0.0099728,0.033,0.0065,0.1,7
0.067,0.0104,0.0008,0.023,0.00067,0.19,0.32,0.0099648,0.0352,0.0057,0.11,4
0.073,0.0048,0.0032,0.021,0.00062,0.31,0.54,0.0099728,0.033,0.0065,0.1,7
0.073,0.0098,0.0005,0.021,0.00061,0.2,0.49,0.0099705,0.0331,0.0055,0.097,3
0.1,0.0069,0.0011,0.014,0.00084,0.08,0.24,0.0099578,0.0288,0.0047,0.097,5
0.067,0.007,0.0008,0.0375,0.00067,0.08,0.16,0.0099334,0.0343,0.0052,0.126,5
0.076,0.0035,0.006,0.026,0.00073,0.23,0.44,0.0099656,0.0338,0.0079,0.111,6
0.061,0.006,0.0008,0.018,0.00071,0.14,0.45,0.0099336,0.0338,0.0054,0.11,5
0.099,0.005,0.005,0.138,0.00205,0.48,0.82,0.0100242,0.0316,0.0075,0.088,5
0.053,0.0047,0.0011,0.022,0.00048,0.16,0.89,0.0099182,0.0354,0.0088,0.1356666667,7
0.099,0.005,0.005,0.138,0.00205,0.48,0.82,0.0100242,0.0316,0.0075,0.088,5
0.053,0.0047,0.0011,0.022,0.00048,0.16,0.89,0.0099182,0.0354,0.0088,0.136,7
0.071,0.00875,0.0005,0.057,0.00082,0.03,0.14,0.0099808,0.034,0.0052,0.102,3
0.082,0.0028,0.006,0.03,0.00104,0.1,0.22,0.0099828,0.0339,0.0068,0.106,5
0.056,0.0062,0.0003,0.015,0.0008,0.06,0.13,0.0099498,0.0366,0.0062,0.101,4
0.082,0.0028,0.006,0.03,0.00104,0.1,0.22,0.0099828,0.0339,0.0068,0.106,5
0.072,0.0058,0.0054,0.021,0.00114,0.03,0.09,0.0099719,0.0333,0.0057,0.103,4
0.081,0.0033,0.0044,0.015,0.00042,0.06,0.12,0.0099542,0.0335,0.0061,0.107,5
0.068,0.0091,0.0006,0.02,0.0006,0.04,0.11,0.0099592,0.0353,0.0064,0.109,4
0.07,0.00655,0.0016,0.021,0.00074,0.08,0.25,0.0099606,0.0337,0.0055,0.097,5
0.068,0.0068,0.0021,0.021,0.0007,0.09,0.23,0.0099546,0.0338,0.006,0.103,5
0.06,0.0064,0.0005,0.019,0.00066,0.09,0.17,0.0099496,0.0352,0.0078,0.106,5
0.056,0.0054,0.0004,0.017,0.00049,0.05,0.13,0.009942,0.0372,0.0058,0.114,5
0.062,0.0057,0.001,0.021,0.00048,0.04,0.11,0.0099448,0.0344,0.0076,0.108,6
0.071,0.0022,0.0049,0.018,0.00039,0.08,0.18,0.0099344,0.0339,0.0056,0.124,6
0.056,0.0054,0.0004,0.017,0.00049,0.05,0.13,0.009942,0.0372,0.0058,0.114,5
0.062,0.0065,0.0006,0.016,0.0005,0.06,0.18,0.0099348,0.0357,0.0054,0.1195,5
0.077,0.0054,0.0026,0.019,0.00089,0.23,1.47,0.0099636,0.0326,0.0059,0.097,5
0.064,0.0031,0.0009,0.014,0.00066,0.15,0.28,0.0099459,0.0342,0.007,0.1,7
0.07,0.0043,0.0002,0.019,0.0008,0.15,0.28,0.0099492,0.0335,0.0081,0.106,6
0.077,0.0054,0.0026,0.019,0.00089,0.23,1.47,0.0099636,0.0326,0.0059,0.097,5
0.069,0.0074,0.0003,0.023,0.00054,0.07,0.16,0.0099508,0.0345,0.0063,0.115,6
0.066,0.00895,0.0004,0.023,0.00068,0.07,0.13,0.0099582,0.0353,0.0058,0.108,6
0.069,0.0074,0.0003,0.023,0.00054,0.07,0.16,0.0099508,0.0345,0.0063,0.115,6
0.075,0.00725,0.0004,0.015,0.00076,0.08,0.15,0.0099508,0.0326,0.0053,0.096,5
0.078,0.0082,0.0029,0.043,0.00083,0.21,0.64,0.0099642,0.0316,0.0053,0.094,5
0.073,0.00585,0.0018,0.024,0.00078,0.15,0.6,0.0099638,0.0331,0.0054,0.098,5
0.062,0.0044,0.0039,0.025,0.00077,0.06,0.14,0.0099555,0.0351,0.0069,0.11,6
0.075,0.0038,0.0057,0.023,0.00106,0.05,0.12,0.0099605,0.0336,0.0055,0.114,6
0.067,0.0076,0.0002,0.018,0.00078,0.06,0.12,0.00996,0.0355,0.0063,0.0995,3
0.068,0.0081,0.0005,0.02,0.0007,0.06,0.14,0.0099562,0.0351,0.0066,0.108,6
0.075,0.0038,0.0057,0.023,0.00106,0.05,0.12,0.0099605,0.0336,0.0055,0.114,6
0.071,0.0027,0.006,0.021,0.00074,0.17,0.25,0.0099814,0.0338,0.0072,0.106,6
0.079,0.0018,0.004,0.018,0.00062,0.07,0.2,0.009941,0.0328,0.007,0.111,5
0.064,0.0036,0.0021,0.022,0.00047,0.26,0.48,0.0099661,0.0347,0.0077,0.097,6
0.071,0.0069,0.0004,0.021,0.00068,0.19,0.27,0.0099712,0.0344,0.0067,0.098,5
0.064,0.0079,0.0004,0.022,0.00061,0.11,0.17,0.0099588,0.0353,0.0065,0.104,6
0.064,0.0056,0.0015,0.018,0.00078,0.17,0.65,0.0099294,0.0333,0.006,0.105,6
0.069,0.0084,0.0021,0.041,0.00074,0.16,0.65,0.0099842,0.0353,0.0072,0.0923333333,6
0.069,0.0084,0.0021,0.041,0.00074,0.16,0.65,0.0099842,0.0353,0.0072,0.0925,6
0.061,0.0032,0.0025,0.023,0.00071,0.23,0.58,0.0099633,0.0342,0.0097,0.106,5
0.065,0.0053,0.0006,0.02,0.00063,0.29,0.44,0.0099489,0.0338,0.0083,0.103,6
0.074,0.0047,0.0046,0.022,0.00114,0.07,0.2,0.0099647,0.0332,0.0063,0.105,5
0.066,0.007,0.0008,0.026,0.00106,0.14,0.27,0.0099665,0.0344,0.0058,0.102,5
0.065,0.0053,0.0006,0.02,0.00063,0.29,0.44,0.0099489,0.0338,0.0083,0.103,6
0.069,0.0048,0.002,0.019,0.00082,0.09,0.23,0.0099585,0.0339,0.0043,0.0905,4
0.061,0.0032,0.0025,0.023,0.00071,0.23,0.58,0.0099633,0.0342,0.0097,0.106,5
0.068,0.0048,0.0025,0.02,0.00076,0.29,0.61,0.009953,0.0334,0.006,0.104,5
0.06,0.0042,0.0019,0.02,0.00075,0.22,0.47,0.0099522,0.0339,0.0078,0.1,6
0.067,0.0048,0.0008,0.021,0.00064,0.18,0.34,0.0099552,0.0333,0.0064,0.097,5
0.068,0.0047,0.0008,0.022,0.00064,0.18,0.38,0.0099553,0.033,0.0065,0.096,6
0.071,0.0053,0.0007,0.017,0.00071,0.15,0.24,0.009951,0.0329,0.0066,0.108,6
0.079,0.0029,0.0049,0.022,0.00096,0.21,0.59,0.0099714,0.0331,0.0067,0.101,6
0.071,0.0069,0.0008,0.021,0.00063,0.42,0.52,0.0099608,0.0342,0.006,0.102,6
0.066,0.0044,0.0009,0.022,0.00063,0.09,0.18,0.0099444,0.0342,0.0069,0.113,6
0.061,0.00705,0.001,0.028,0.00081,0.13,0.28,0.0099631,0.036,0.0066,0.102,5
0.072,0.0053,0.0013,0.02,0.00058,0.18,0.22,0.0099573,0.0321,0.0068,0.099,6
0.08,0.0039,0.003,0.019,0.00074,0.32,0.84,0.0099717,0.0339,0.0061,0.09,5
0.066,0.0056,0.0014,0.024,0.00064,0.13,0.29,0.0099397,0.0342,0.0062,0.117,7
0.07,0.0055,0.0013,0.022,0.00075,0.15,0.35,0.009959,0.0336,0.0059,0.097,6
0.061,0.0053,0.0008,0.019,0.00077,0.24,0.45,0.0099528,0.036,0.0068,0.103,6
0.054,0.0058,0.0008,0.019,0.00059,0.2,0.31,0.0099484,0.035,0.0064,0.102,6
0.062,0.0064,0.0009,0.025,0.00081,0.15,0.26,0.0099538,0.0357,0.0063,0.12,5
0.072,0.0039,0.0032,0.018,0.00065,0.34,0.6,0.0099714,0.0346,0.0078,0.099,5
0.062,0.0052,0.0008,0.044,0.00071,0.11,0.32,0.0099646,0.0356,0.0063,0.116,6
0.074,0.0025,0.0029,0.022,0.00054,0.19,0.49,0.0099666,0.034,0.0076,0.109,7
0.067,0.00855,0.0002,0.019,0.00064,0.29,0.38,0.0099472,0.033,0.0056,0.1075,6
0.111,0.0044,0.0042,0.022,0.00064,0.14,0.19,0.0099758,0.0325,0.0057,0.104,6
0.084,0.0037,0.0043,0.023,0.00063,0.12,0.19,0.009955,0.0317,0.0081,0.112,7
0.065,0.0063,0.0033,0.018,0.00059,0.16,0.28,0.0099531,0.0336,0.0064,0.101,6
0.07,0.0057,0.0002,0.02,0.00072,0.17,0.26,0.0099575,0.0336,0.0061,0.102,5
0.063,0.006,0.001,0.016,0.00048,0.12,0.26,0.0099306,0.0355,0.0051,0.121,5
0.112,0.004,0.005,0.02,0.00099,0.19,0.5,0.0099783,0.031,0.0058,0.104,5
0.074,0.0036,0.003,0.018,0.00074,0.17,0.24,0.0099419,0.0324,0.007,0.114,8
0.071,0.0068,0,0.023,0.00087,0.17,0.26,0.0099783,0.0345,0.0053,0.095,5
0.071,0.0067,0,0.023,0.00083,0.18,0.27,0.0099768,0.0344,0.0054,0.094,5
0.063,0.0068,0.0001,0.037,0.00103,0.32,0.54,0.0099586,0.0351,0.0066,0.113,6
0.073,0.00735,0,0.022,0.0008,0.18,0.28,0.0099765,0.0341,0.006,0.094,5
0.066,0.00855,0.0002,0.024,0.00062,0.15,0.23,0.0099627,0.0354,0.006,0.11,6
0.07,0.0056,0.0017,0.017,0.00065,0.15,0.24,0.0099514,0.0344,0.0068,0.1055,7
0.066,0.0088,0.0004,0.022,0.00066,0.12,0.2,0.0099636,0.0353,0.0056,0.099,5
0.066,0.00855,0.0002,0.024,0.00062,0.15,0.23,0.0099627,0.0354,0.006,0.11,6
0.069,0.0063,0.0033,0.067,0.00235,0.66,1.15,0.0099787,0.0322,0.0056,0.095,5
0.078,0.006,0.0026,0.02,0.0008,0.31,1.31,0.0099622,0.0321,0.0052,0.099,5
0.078,0.006,0.0026,0.02,0.0008,0.31,1.31,0.0099622,0.0321,0.0052,0.099,5
0.078,0.006,0.0026,0.02,0.0008,0.31,1.31,0.0099622,0.0321,0.0052,0.099,5
0.072,0.00695,0.0013,0.02,0.00076,0.12,0.2,0.0099546,0.0329,0.0054,0.101,5
0.072,0.00695,0.0013,0.02,0.00076,0.12,0.2,0.0099546,0.0329,0.0054,0.101,5
0.072,0.00695,0.0013,0.02,0.00076,0.12,0.2,0.0099546,0.0329,0.0054,0.101,5
0.067,0.0067,0.0002,0.019,0.00061,0.26,0.42,0.0099489,0.0339,0.0082,0.109,6
0.067,0.0016,0.0064,0.021,0.00059,0.24,0.52,0.0099494,0.0334,0.0071,0.112,6
0.072,0.00695,0.0013,0.02,0.00076,0.12,0.2,0.0099546,0.0329,0.0054,0.101,5
0.07,0.0056,0.0013,0.016,0.00077,0.25,0.42,0.0099629,0.0334,0.0059,0.092,5
0.062,0.0051,0.0014,0.019,0.00056,0.15,0.34,0.0099396,0.0348,0.0057,0.115,6
0.064,0.0036,0.0053,0.022,0.0023,0.19,0.35,0.009934,0.0337,0.0093,0.124,6
0.064,0.0038,0.0014,0.022,0.00038,0.15,0.25,0.0099514,0.0344,0.0065,0.111,6
0.073,0.0069,0.0032,0.022,0.00069,0.35,1.04,0.0099632,0.0333,0.0051,0.095,5
0.06,0.0058,0.002,0.024,0.00075,0.15,0.5,0.0099467,0.0358,0.0067,0.125,6
0.056,0.0031,0.0078,0.139,0.00074,0.23,0.92,0.0099677,0.0339,0.0048,0.105,6
0.075,0.0052,0.004,0.022,0.0006,0.12,0.2,0.0099474,0.0326,0.0064,0.118,6
0.08,0.003,0.0063,0.016,0.00081,0.16,0.29,0.0099588,0.033,0.0078,0.108,6
0.062,0.007,0.0015,0.051,0.00076,0.13,0.27,0.0099622,0.0354,0.006,0.119,6
0.068,0.0067,0.0015,0.018,0.00118,0.13,0.2,0.009954,0.0342,0.0067,0.113,6
0.062,0.0056,0.0009,0.017,0.00053,0.24,0.32,0.0099402,0.0354,0.006,0.113,5
0.074,0.0035,0.0033,0.024,0.00068,0.09,0.26,0.009947,0.0336,0.006,0.119,6
0.062,0.0056,0.0009,0.017,0.00053,0.24,0.32,0.0099402,0.0354,0.006,0.113,5
0.061,0.00715,0.001,0.026,0.00053,0.13,0.27,0.0099362,0.0357,0.005,0.119,5
0.062,0.0046,0.0029,0.021,0.00074,0.32,0.98,0.0099578,0.0333,0.0062,0.098,5
0.067,0.0032,0.0044,0.024,0.00061,0.24,0.34,0.0099484,0.0329,0.008,0.116,7
0.072,0.0039,0.0044,0.026,0.00066,0.22,0.48,0.0099494,0.033,0.0084,0.115,6
0.075,0.0031,0.0041,0.024,0.00065,0.34,0.6,0.0099492,0.0334,0.0085,0.114,6
0.058,0.0061,0.0011,0.018,0.00066,0.18,0.28,0.0099483,0.0355,0.0066,0.109,6
0.072,0.0066,0.0033,0.025,0.00068,0.34,1.02,0.0099414,0.0327,0.0078,0.128,6
0.066,0.00725,0.002,0.078,0.00073,0.29,0.79,0.009977,0.0329,0.0054,0.092,5
0.063,0.0055,0.0015,0.018,0.00077,0.26,0.35,0.0099314,0.0332,0.0082,0.116,6
0.054,0.0074,0.0009,0.017,0.00089,0.16,0.26,0.0099402,0.0367,0.0056,0.116,6
0.063,0.0051,0.0013,0.023,0.00076,0.29,0.4,0.0099574,0.0342,0.0075,0.11,6
0.068,0.0062,0.0008,0.019,0.00068,0.28,0.38,0.0099651,0.0342,0.0082,0.095,6
0.062,0.006,0.0008,0.02,0.0009,0.32,0.44,0.009949,0.0345,0.0058,0.105,5
0.059,0.0055,0.001,0.022,0.00062,0.39,0.51,0.0099512,0.0352,0.0076,0.112,6
0.063,0.0051,0.0013,0.023,0.00076,0.29,0.4,0.0099574,0.0342,0.0075,0.11,6
0.059,0.00645,0.0012,0.02,0.00075,0.32,0.44,0.0099547,0.0357,0.0071,0.102,5
0.06,0.0031,0.0047,0.036,0.00067,0.18,0.42,0.0099549,0.0339,0.0066,0.11,6
